Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?.1,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Average Salary,Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q12 - Highest Level of Education,Q13 - Ethnicity
"62a33d850f8c8599d5af10cb","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:48:00,000","1899-12-30 00:01:06,000","Data Analyst","Yes","0-40k",20,"Tech","Python",1,2,4,2,2,2,"Neither easy nor difficult","Better Salary","Male",22,"Other","","Black or African American"
"62a33d9bf8f7561645852496","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:48:00,000","1899-12-30 00:01:04,000","Student/Looking/None","Yes","0-40k",20,"Other","Python",1,3,2,2,4,1,"Difficult","Better Salary","Male",23,"United States","","Black or African American"
"62a33de124a26260273826b2","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:49:00,000","1899-12-30 00:01:21,000","Data Analyst","No","0-40k",20,"Other","Python",1,1,1,1,2,0,"Very Difficult","Better Salary","Male",28,"Other","","Black or African American"
"62a33e54d8c00e9f5419cfe9","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:51:00,000","1899-12-30 00:01:47,000","Data Analyst","No","0-40k",20,"Finance","Python",4,4,4,4,4,4,"Neither easy nor difficult","Better Salary","Male",32,"Other","","Hispanic or Latino"
"62a33e62575fa3a5ae88aabf","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:51:00,000","1899-12-30 00:02:14,000","Data Analyst","No","0-40k",20,"Tech","Python",7,8,8,8,3,8,"Easy","Better Salary","Male",24,"Other","","Black or African American"
"62a33efe0a77c1a77f65bf1e","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:54:00,000","1899-12-30 00:02:08,000","Data Analyst","No","41k-65k",53,"Finance","Python",2,3,5,5,5,5,"Difficult","Better Salary","Female",26,"Canada","","Other (Please Specify):South Asian"
"62a33fa5cec54911e9ca51f1","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:57:00,000","1899-12-30 00:01:52,000","Data Analyst","Yes","41k-65k",53,"Other","Other",5,6,6,5,4,6,"Very Difficult","Better Salary","Male",42,"Other","","Other (Please Specify):Indian"
"62a34006d8c00e9f5419d341","anonymous","2022-10-06 00:00:00,000","1899-12-30 08:58:00,000","1899-12-30 00:02:39,000","Student/Looking/None","Yes","0-40k",20,"Construction","Python",0,0,0,0,0,0,"Very Difficult","Better Salary","Male",23,"Other","","Other (Please Specify):Kenyan African"
"62a340f5bc6861bf3176caa4","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:02:00,000","1899-12-30 00:02:32,000","Data Analyst","No","0-40k",20,"Tech","Other",8,8,8,8,5,10,"Easy","Better Salary","Female",22,"India","","Other (Please Specify):Indian"
"62a34210cf25554317300c02","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:07:00,000","1899-12-30 00:02:15,000","Data Analyst","No","0-40k",20,"Tech","Python",4,9,10,9,9,10,"Easy","Better Salary","Male",29,"Other","Associates","Hispanic or Latino"
"62a344e1f3072dd892623328","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:19:00,000","1899-12-30 00:01:32,000","Student/Looking/None","Yes","0-40k",20,"Tech","Other",2,3,3,3,3,6,"Very Difficult","Better Salary","Male",26,"Other","Bachelors","Black or African American"
"62a346a37dc029e2d66bfa6d","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:26:00,000","1899-12-30 00:03:05,000","Data Engineer","Yes","0-40k",20,"Tech","Python",7,8,6,5,5,9,"Difficult","Better Salary","Male",33,"Other","Masters","Hispanic or Latino"
"62a347b4f8f7561645853a98","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:31:00,000","1899-12-30 00:02:02,000","Other","No","41k-65k",53,"Healthcare","JavaScript",2,4,6,5,3,4,"Easy","Better Salary","Female",51,"United States","Bachelors","Black or African American"
"62a347f6b4da29969c62fb79","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:32:00,000","1899-12-30 00:01:45,000","Data Analyst","No","0-40k",20,"Telecommunication","Other",1,4,4,3,2,6,"Very Difficult","Better Salary","Male",30,"United Kingdom","Bachelors","Black or African American"
"62a348bf2e54c9003e533634","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:35:00,000","1899-12-30 00:02:22,000","Data Analyst","Yes","41k-65k",53,"Finance","Python",4,4,6,4,5,6,"Difficult","Better Salary","Female",55,"United States","Masters","Other (Please Specify):Race isn't a thing"
"62a3496e575fa3a5ae88c4e6","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:38:00,000","1899-12-30 00:03:18,000","Data Analyst","Yes","0-40k",20,"Tech","Python",8,10,9,9,10,8,"Neither easy nor difficult","Better Salary","Female",28,"Other","Bachelors","Hispanic or Latino"
"62a34991b4da29969c62ff4b","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:39:00,000","1899-12-30 00:01:15,000","Student/Looking/None","Yes","0-40k",20,"Healthcare","Python",3,7,7,7,1,2,"Difficult","Better Salary","Male",31,"United States","Masters","Black or African American"
"62a34a03cec54911e9ca6869","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:41:00,000","1899-12-30 00:01:08,000","Data Analyst","Yes","0-40k",20,"Tech","Python",1,2,1,5,6,6,"Neither easy nor difficult","Better Salary","Female",29,"Other","Bachelors","Black or African American"
"62a34b7ebae91e4b8b83076c","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:47:00,000","1899-12-30 00:02:04,000","Data Analyst","No","0-40k",20,"Other","Python",1,4,4,3,,5,"Easy","Better Salary","Male",23,"Other","High School","Hispanic or Latino"
"62a34bd4f408bae018ed57bd","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:49:00,000","1899-12-30 00:03:57,000","Student/Looking/None","No","0-40k",20,"Other","R",1,9,6,0,0,0,"Difficult","Better Salary","Male",25,"United States","","Black or African American"
"62a34e082e54c9003e534118","anonymous","2022-10-06 00:00:00,000","1899-12-30 09:58:00,000","1899-12-30 00:02:51,000","Other","No","0-40k",20,"Tech","Python",5,6,6,6,6,4,"Easy","Better Salary","Male",24,"Other","Bachelors","Hispanic or Latino"
"62a3519b24a262602738514a","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:13:00,000","1899-12-30 00:01:39,000","Data Analyst","Yes","66k-85k",75.5,"Tech","Python",9,10,10,10,7,9,"Neither easy nor difficult","Better Salary","Female",39,"United States","Bachelors","Black or African American"
"62a353f07dc029e2d66c1783","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:23:00,000","1899-12-30 00:01:48,000","Student/Looking/None","No","0-40k",20,"Tech","Python",3,5,5,4,4,5,"Neither easy nor difficult","Better Salary","Male",27,"India","Bachelors","Other (Please Specify):Brown"
"62a35ae87dc029e2d66c279b","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:53:00,000","1899-12-30 00:01:14,000","Data Analyst","No","41k-65k",53,"Other","R",1,2,6,4,2,0,"Easy","Better Salary","Male",27,"United States","Bachelors","Hispanic or Latino"
"62a35b72f408bae018ed76a8","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:55:00,000","1899-12-30 00:01:14,000","Data Analyst","Yes","86k-105k",95.5,"Healthcare","Other",3,4,4,4,1,3,"Neither easy nor difficult","Better Salary","Male",27,"United States","Masters","Hispanic or Latino"
"62a35ba3f3072dd892626068","anonymous","2022-10-06 00:00:00,000","1899-12-30 10:56:00,000","1899-12-30 00:01:44,000","Data Analyst","Yes","66k-85k",75.5,"Other","Python",8,10,10,10,10,10,"Easy","Better Salary","Male",28,"United States","Bachelors","Hispanic or Latino"
"62a35c890a77c1a77f65fdfa","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:00:00,000","1899-12-30 00:01:29,000","Data Analyst","Yes","0-40k",20,"Tech","R",2,8,8,7,6,9,"Neither easy nor difficult","Better Salary","Male",32,"Other","Bachelors","Black or African American"
"62a35e970a77c1a77f66035a","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:09:00,000","1899-12-30 00:01:51,000","Data Scientist","Yes","125k-150k",137.5,"Telecommunication","Python",2,4,1,3,1,7,"Neither easy nor difficult","Better Salary","Male",27,"India","Bachelors","Other (Please Specify):Indian"
"62a361af0f8c8599d5af6277","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:22:00,000","1899-12-30 00:01:39,000","Data Analyst","Yes","0-40k",20,"Education","Python",0,0,0,0,0,0,"Very Difficult","Better Salary","Male",34,"Other","Bachelors","Black or African American"
"62a3620f0f8c8599d5af63a5","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:23:00,000","1899-12-30 00:02:19,000","Other","No","66k-85k",75.5,"Tech","Python",0,10,6,0,0,0,"Difficult","Better Salary","Male",30,"United States","Bachelors","Other (Please Specify):Indian"
"62a36251d8c00e9f541a199e","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:25:00,000","1899-12-30 00:01:59,000","Other","No","86k-105k",95.5,"Other","Python",5,5,6,4,5,5,"Difficult","Better Salary","Male",24,"United States","Masters","Hispanic or Latino"
"62a36275bc6861bf31771183","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:25:00,000","1899-12-30 00:01:52,000","Data Analyst","Yes","41k-65k",53,"Other","Python",6,8,10,9,7,9,"Easy","Better Salary","Male",27,"United States","Bachelors","Other (Please Specify):N/A"
"62a36794b4da29969c633b48","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:47:00,000","1899-12-30 00:02:01,000","Data Analyst","No","0-40k",20,"Finance","Python",6,5,6,5,6,6,"Neither easy nor difficult","Better Salary","Male",30,"Other","Masters","Other (Please Specify):African"
"62a367ed18134ddc75cee697","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:49:00,000","1899-12-30 00:02:40,000","Data Analyst","No","66k-85k",75.5,"Other","Other",7,4,10,9,7,10,"Difficult","Better Salary","Male",23,"United States","Bachelors","Hispanic or Latino"
"62a36969f8f756164585821d","anonymous","2022-10-06 00:00:00,000","1899-12-30 11:55:00,000","1899-12-30 00:03:43,000","Other","Yes","0-40k",20,"Healthcare","Python",10,2,8,5,0,6,"Easy","Better Salary","Male",25,"India","Masters","Other (Please Specify):Indian"
"62a36ac6cf255543173063d8","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:01:00,000","1899-12-30 00:02:59,000","Data Analyst","No","41k-65k",53,"Other","Other",6,10,8,8,4,4,"Neither easy nor difficult","Better Salary","Female",29,"Canada","Bachelors","Other (Please Specify)"
"62a36b6c24a26260273882a2","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:03:00,000","1899-12-30 00:01:40,000","Data Analyst","Yes","0-40k",20,"Education","Python",1,2,2,3,3,4,"Neither easy nor difficult","Better Salary","Male",28,"Other","Masters","Black or African American"
"62a36d3124a262602738862c","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:11:00,000","1899-12-30 00:02:23,000","Data Analyst","Yes","0-40k",20,"Telecommunication","Python",5,8,8,9,7,9,"Very Easy","Better Salary","Male",26,"Other","Bachelors","Other (Please Specify):Kurdish"
"62a36fe67dc029e2d66c5303","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:23:00,000","1899-12-30 00:02:52,000","Data Analyst","Yes","0-40k",20,"Tech","Python",1,4,9,7,8,10,"Easy","Better Salary","Male",33,"Other","Bachelors","Hispanic or Latino"
"62a370635d257a28a30de5eb","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:25:00,000","1899-12-30 00:02:51,000","Data Analyst","Yes","0-40k",20,"Finance","Python",1,1,1,1,1,1,"Very Difficult","Better Salary","Male",35,"India","Bachelors","Other (Please Specify):Indian"
"62a373efbc6861bf3177360b","anonymous","2022-10-06 00:00:00,000","1899-12-30 12:40:00,000","1899-12-30 00:02:40,000","Data Analyst","Yes","150k-225k",187.5,"Education","Other",8,9,9,7,6,6,"Neither easy nor difficult","Better Salary","Male",27,"United States","Masters","Black or African American"
"62a37a43d8c00e9f541a4a7c","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:07:00,000","1899-12-30 00:03:34,000","Data Analyst","Yes","0-40k",20,"Finance","Python",4,7,8,7,8,8,"Difficult","Better Salary","Male",31,"Other","Bachelors","Black or African American"
"62a37a7818134ddc75cf0d4c","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:08:00,000","1899-12-30 00:01:27,000","Data Analyst","No","0-40k",20,"Healthcare","Python",0,10,10,10,10,10,"Difficult","Better Salary","Male",22,"Other","Bachelors","Native Hawaiian or other Pacific Islander"
"62a37aa1cf255543173081e5","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:08:00,000","1899-12-30 00:01:51,000","Data Analyst","No","66k-85k",75.5,"Finance","Python",3,5,5,5,3,3,"Very Difficult","Better Salary","Male",29,"United States","Masters","Hispanic or Latino"
"62a37bab2e54c9003e53a10a","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:13:00,000","1899-12-30 00:02:09,000","Data Analyst","Yes","66k-85k",75.5,"Other","Python",5,9,10,10,5,10,"Neither easy nor difficult","Better Salary","Male",26,"United States","Bachelors","Black or African American"
"62a3856218134ddc75cf1ee0","anonymous","2022-10-06 00:00:00,000","1899-12-30 13:54:00,000","1899-12-30 00:01:29,000","Data Analyst","Yes","66k-85k",75.5,"Finance","Python",6,10,9,9,9,10,"Difficult","Better Salary","Male",35,"United States","Bachelors","Hispanic or Latino"
"62a38975b4da29969c637830","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:12:00,000","1899-12-30 00:03:09,000","Data Analyst","No","0-40k",20,"Other","Python",3,6,6,6,4,3,"Neither easy nor difficult","Better Salary","Male",26,"Other","Bachelors","Hispanic or Latino"
"62a389ed18134ddc75cf24f8","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:14:00,000","1899-12-30 00:01:27,000","Data Scientist","No","0-40k",20,"Tech","R",2,7,7,7,7,7,"Easy","Better Salary","Male",21,"Other","Bachelors","Black or African American"
"62a393330a77c1a77f6662e4","anonymous","2022-10-06 00:00:00,000","1899-12-30 14:53:00,000","1899-12-30 00:01:54,000","Data Analyst","No","0-40k",20,"Tech","Python",3,8,7,5,8,7,"Neither easy nor difficult","Better Salary","Male",22,"India","Bachelors","Other (Please Specify):Indian"
"62a39b6cf408bae018ede929","anonymous","2022-10-06 00:00:00,000","1899-12-30 15:28:00,000","1899-12-30 00:01:55,000","Data Analyst","No","0-40k",20,"Other","Python",8,8,9,9,8,7,"Neither easy nor difficult","Better Salary","Male",27,"Other","Bachelors","Hispanic or Latino"
"62a3a4fdbae91e4b8b83ab6f","anonymous","2022-10-06 00:00:00,000","1899-12-30 16:09:00,000","1899-12-30 00:03:52,000","Data Analyst","Yes","41k-65k",53,"Tech","Python",4,9,8,8,6,10,"Neither easy nor difficult","Better Salary","Female",33,"Canada","Masters","Black or African American"
"62a3aaa3cec54911e9cb1724","anonymous","2022-10-06 00:00:00,000","1899-12-30 16:33:00,000","1899-12-30 00:02:16,000","Other","Yes","41k-65k",53,"Healthcare","R",5,7,9,8,8,8,"Neither easy nor difficult","Better Salary","Female",29,"United States","Masters","Black or African American"
"62a3b255d8c00e9f541a9fd5","anonymous","2022-10-06 00:00:00,000","1899-12-30 17:06:00,000","1899-12-30 00:02:18,000","Data Analyst","Yes","86k-105k",95.5,"Other","Python",4,6,3,4,4,2,"Easy","Better Salary","Female",28,"Other","Masters","Other (Please Specify):Indian"
"62a3c021f8f756164586043f","anonymous","2022-10-06 00:00:00,000","1899-12-30 18:05:00,000","1899-12-30 00:02:00,000","Other","Yes","0-40k",20,"Other","Other",0,3,3,3,4,4,"Neither easy nor difficult","Better Salary","Female",20,"Other","High School","Black or African American"
"62a3cbfef8d5efcc22f8b6f1","anonymous","2022-10-06 00:00:00,000","1899-12-30 18:55:00,000","1899-12-30 00:01:20,000","Data Analyst","Yes","0-40k",20,"Tech","Python",0,1,1,1,1,2,"Very Difficult","Better Salary","Male",25,"Other","Bachelors","Other (Please Specify):Egyp"
"62a3eea9bae91e4b8b8401a4","anonymous","2022-10-06 00:00:00,000","1899-12-30 21:23:00,000","1899-12-30 00:01:57,000","Student/Looking/None","Yes","0-40k",20,"Other","Python",0,0,0,0,0,4,"Very Difficult","Better Salary","Female",25,"Other","Bachelors","Black or African American"
"62a3fea50a77c1a77f66e41b","anonymous","2022-10-06 00:00:00,000","1899-12-30 22:32:00,000","1899-12-30 00:00:43,000","Data Analyst","Yes","0-40k",20,"Healthcare","R",4,5,7,7,5,7,"Neither easy nor difficult","Better Salary","Female",35,"Other","Bachelors","Hispanic or Latino"
"62a40726575fa3a5ae89d990","anonymous","2022-10-06 00:00:00,000","1899-12-30 23:08:00,000","1899-12-30 00:00:51,000","Student/Looking/None","Yes","0-40k",20,"Finance","Python",4,,,,,,"Very Easy","Better Salary","Male",22,"United States","Associates","Other (Please Specify):7"
"62a41964d8c00e9f541b061d","anonymous","2022-11-06 00:00:00,000","1899-12-30 00:26:00,000","1899-12-30 00:01:49,000","Data Analyst","No","41k-65k",53,"Education","R",4,7,7,7,2,7,"Neither easy nor difficult","Better Salary","Female",27,"United States","Masters","Hispanic or Latino"
"62a424ccd8c00e9f541b114e","anonymous","2022-11-06 00:00:00,000","1899-12-30 01:14:00,000","1899-12-30 00:02:47,000","Data Analyst","Yes","0-40k",20,"Tech","Python",1,7,7,7,7,1,"Difficult","Better Salary","Female",28,"United Kingdom","Masters","Black or African American"
"62a46a66f8d5efcc22f95a7a","anonymous","2022-11-06 00:00:00,000","1899-12-30 06:11:00,000","1899-12-30 00:01:55,000","Data Analyst","Yes","0-40k",20,"Healthcare","Python",5,8,8,5,5,6,"Neither easy nor difficult","Better Salary","Male",25,"Other","Bachelors","Black or African American"
"62a475dcf408bae018eed15c","anonymous","2022-11-06 00:00:00,000","1899-12-30 07:00:00,000","1899-12-30 00:04:48,000","Data Analyst","Yes","0-40k",20,"Healthcare","Python",0,1,2,1,0,3,"Neither easy nor difficult","Better Salary","Female",27,"Other","Masters","Black or African American"
"62a47c587dc029e2d66d9782","anonymous","2022-11-06 00:00:00,000","1899-12-30 07:28:00,000","1899-12-30 00:03:11,000","Data Analyst","No","0-40k",20,"Finance","Other",0,6,6,6,5,6,"Neither easy nor difficult","Better Salary","Female",20,"United States","Bachelors","Black or African American"
"62a48d4df8d5efcc22f98308","anonymous","2022-11-06 00:00:00,000","1899-12-30 08:40:00,000","1899-12-30 00:01:47,000","Data Analyst","No","41k-65k",53,"Other","Python",5,5,4,5,6,6,"Neither easy nor difficult","Better Salary","Male",25,"United Kingdom","Bachelors","Black or African American"
"62a4926ef408bae018eef4ee","anonymous","2022-11-06 00:00:00,000","1899-12-30 09:02:00,000","1899-12-30 00:02:06,000","Data Analyst","Yes","0-40k",20,"Telecommunication","Python",0,8,5,5,2,2,"Easy","Better Salary","Male",28,"Other","Bachelors","Hispanic or Latino"
"62a49fe7b4da29969c64bbe1","anonymous","2022-11-06 00:00:00,000","1899-12-30 10:00:00,000","1899-12-30 00:02:02,000","Data Analyst","No","41k-65k",53,"Other","R",4,10,10,10,8,6,"Very Difficult","Better Salary","Male",26,"United States","Bachelors","Hispanic or Latino"
"62a4bf3a0a77c1a77f67bef2","anonymous","2022-11-06 00:00:00,000","1899-12-30 12:13:00,000","1899-12-30 00:03:18,000","Data Analyst","Yes","66k-85k",75.5,"Tech","Python",5,6,7,6,6,7,"Very Easy","Better Salary","Male",32,"United States","Bachelors","Hispanic or Latino"
"62a4d13bbae91e4b8b84f89b","anonymous","2022-11-06 00:00:00,000","1899-12-30 13:30:00,000","1899-12-30 00:01:36,000","Data Engineer","Yes","0-40k",20,"Tech","Python",0,5,8,6,5,7,"Neither easy nor difficult","Better Salary","Male",28,"Other","Bachelors","Hispanic or Latino"
"62a4d7f6bae91e4b8b84ffed","anonymous","2022-11-06 00:00:00,000","1899-12-30 13:59:00,000","1899-12-30 00:02:06,000","Data Analyst","No","0-40k",20,"Other","R",4,10,2,3,2,3,"Neither easy nor difficult","Better Salary","Male",30,"Other","Masters","Other (Please Specify):Moroccan"
"62a4dd63f408bae018ef4e51","anonymous","2022-11-06 00:00:00,000","1899-12-30 14:22:00,000","1899-12-30 00:01:00,000","Data Analyst","Yes","41k-65k",53,"Construction","Python",4,6,6,6,5,7,"Easy","Better Salary","Male",32,"United States","Bachelors","Black or African American"
"62a51dc6575fa3a5ae8b09f3","anonymous","2022-11-06 00:00:00,000","1899-12-30 18:57:00,000","1899-12-30 00:03:17,000","Data Analyst","No","0-40k",20,"Finance","Python",1,7,4,10,10,10,"Neither easy nor difficult","Better Salary","Male",25,"Other","High School","Other (Please Specify):Indian"
"62a525aff8f75616458784dd","anonymous","2022-11-06 00:00:00,000","1899-12-30 19:30:00,000","1899-12-30 00:03:25,000","Data Analyst","Yes","0-40k",20,"Agriculture","Python",2,1,3,3,3,4,"Difficult","Better Salary","Male",36,"Other","Bachelors","Other (Please Specify):Arab"
"62a55fe1f8d5efcc22fa5fe4","anonymous","2022-11-06 00:00:00,000","1899-12-30 23:39:00,000","1899-12-30 00:01:03,000","Data Engineer","No","41k-65k",53,"Finance","Python",0,6,6,6,6,6,"Very Easy","Better Salary","Male",24,"United States","Bachelors","Black or African American"
"62a5ea667dc029e2d66f153d","anonymous","2022-12-06 00:00:00,000","1899-12-30 09:30:00,000","1899-12-30 00:01:52,000","Data Analyst","Yes","106k-125k",115.5,"Other","Python",8,6,6,7,9,10,"Easy","Better Salary","Female",35,"United States","Masters","Black or African American"
"62a615fd18134ddc75d1f1fa","anonymous","2022-12-06 00:00:00,000","1899-12-30 12:36:00,000","1899-12-30 00:01:57,000","Student/Looking/None","No","0-40k",20,"Education","Python",0,0,3,0,0,8,"Difficult","Better Salary","Male",27,"Other","Bachelors","Black or African American"
"62a6246df3072dd892659218","anonymous","2022-12-06 00:00:00,000","1899-12-30 13:37:00,000","1899-12-30 00:01:46,000","Data Analyst","Yes","0-40k",20,"Tech","Python",3,2,4,3,3,3,"Neither easy nor difficult","Better Salary","Male",25,"Other","High School","Black or African American"
"62a62a7124a26260273b94fa","anonymous","2022-12-06 00:00:00,000","1899-12-30 14:03:00,000","1899-12-30 00:01:52,000","Data Analyst","No","0-40k",20,"Healthcare","Python",2,6,6,7,7,9,"Difficult","Better Salary","Male",32,"United Kingdom","Bachelors","Hispanic or Latino"
"62a65618d8c00e9f541d783a","anonymous","2022-12-06 00:00:00,000","1899-12-30 17:09:00,000","1899-12-30 00:01:46,000","Data Analyst","Yes","66k-85k",75.5,"Other","Python",8,10,10,10,7,9,"Neither easy nor difficult","Better Salary","Male",26,"United States","Bachelors","Black or African American"
"62a6772c18134ddc75d25895","anonymous","2022-12-06 00:00:00,000","1899-12-30 19:30:00,000","1899-12-30 00:01:37,000","Other","Yes","0-40k",20,"Other","Python",1,5,10,10,8,10,"Neither easy nor difficult","Better Salary","Male",30,"Other","Bachelors","Hispanic or Latino"
"62a6ac1524a26260273c1cd0","anonymous","2022-12-06 00:00:00,000","1899-12-30 23:16:00,000","1899-12-30 00:04:53,000","Other","No","0-40k",20,"Telecommunication","Python",3,8,8,5,3,5,"Difficult","Better Salary","Male",28,"India","Bachelors","Other (Please Specify):Dravidian"
"62a6b0790a77c1a77f69cb15","anonymous","2022-12-06 00:00:00,000","1899-12-30 23:35:00,000","1899-12-30 00:01:58,000","Other","No","0-40k",20,"Tech","Python",5,8,7,7,3,2,"Difficult","Better Salary","Male",25,"India","Bachelors","Other (Please Specify):Indian"
"62a6bc6a18134ddc75d2a726","anonymous",,"1899-12-30 00:26:00,000","1899-12-30 00:01:30,000","Other","No","106k-125k",115.5,"Tech","Other",6,5,4,4,3,4,"Easy","Better Salary","Male",24,"United States","Masters","American Indian or Alaska Native"
"62a6c3d9cec54911e9ce7669","anonymous",,"1899-12-30 00:58:00,000","1899-12-30 00:02:51,000","Data Analyst","Yes","41k-65k",53,"Other","Python",5,10,7,7,4,8,"Easy","Better Salary","Male",31,"United States","Bachelors","Black or African American"
"62a6d037cec54911e9ce862a","anonymous",,"1899-12-30 01:50:00,000","1899-12-30 00:01:47,000","Data Engineer","No","0-40k",20,"Real Estate","Python",3,3,8,9,5,3,"Easy","Better Salary","Male",23,"United Kingdom","Bachelors","Other (Please Specify):Arab"
"62a6dbcad8c00e9f541e1050","anonymous",,"1899-12-30 02:40:00,000","1899-12-30 00:01:00,000","Data Analyst","Yes","66k-85k",75.5,"Healthcare","Python",6,9,8,8,8,7,"Neither easy nor difficult","Better Salary","Male",28,"United States","Bachelors","Black or African American"
"62a6e2815d257a28a311c8f9","anonymous",,"1899-12-30 03:08:00,000","1899-12-30 00:02:04,000","Data Analyst","Yes","41k-65k",53,"Other","Python",5,7,7,7,7,7,"Difficult","Better Salary","Male",32,"United Kingdom","Masters","Hispanic or Latino"
"62a75ed0f8f75616458a5d1a","anonymous",,"1899-12-30 11:59:00,000","1899-12-30 00:02:58,000","Other","No","41k-65k",53,"Tech","Python",8,6,6,8,7,8,"Neither easy nor difficult","Better Salary","Male",24,"United States","Bachelors","Hispanic or Latino"
"62a76c962e54c9003e588661","anonymous",,"1899-12-30 12:57:00,000","1899-12-30 00:02:01,000","Data Analyst","No","41k-65k",53,"Other","Other",5,6,6,2,2,3,"Neither easy nor difficult","Better Salary","Male",32,"Other","Bachelors","Black or African American"
"62a7be5e5d257a28a313876a","anonymous",,"1899-12-30 18:46:00,000","1899-12-30 00:01:45,000","Data Analyst","Yes","86k-105k",95.5,"Tech","Python",7,6,5,4,3,6,"Neither easy nor difficult","Better Salary","Female",41,"United States","Associates","Hispanic or Latino"
"62a7e1380f8c8599d5b55fcf","anonymous",,"1899-12-30 21:15:00,000","1899-12-30 00:02:30,000","Data Analyst","Yes","66k-85k",75.5,"Healthcare","Other",2,6,6,4,3,3,"Difficult","Better Salary","Male",35,"United States","Bachelors","Hispanic or Latino"
"62a7f09a0f8c8599d5b57526","anonymous",,"1899-12-30 22:21:00,000","1899-12-30 00:03:15,000","Data Analyst","Yes","66k-85k",75.5,"Other","Python",6,7,7,5,5,9,"Difficult","Better Salary","Female",28,"United States","Masters","Black or African American"
"62a8643bcec54911e9d14297","anonymous",,"1899-12-30 06:34:00,000","1899-12-30 00:04:29,000","Student/Looking/None","Yes","0-40k",20,"Finance","R",3,5,5,4,5,6,"Difficult","Better Salary","Male",39,"Other","High School","Black or African American"
"62a8fcf5cf25554317384604","anonymous",,"1899-12-30 17:26:00,000","1899-12-30 00:02:02,000","Data Analyst","No","41k-65k",53,"Other","C/C++",5,6,6,2,0,4,"Neither easy nor difficult","Better Salary","Male",29,"United States","Bachelors","Hispanic or Latino"
"62a8fe9abc6861bf317f0c01","anonymous",,"1899-12-30 17:33:00,000","1899-12-30 00:03:16,000","Data Analyst","Yes","0-40k",20,"Tech","Python",1,7,5,5,4,4,"Difficult","Better Salary","Male",28,"India","Bachelors","Other (Please Specify):South Indian"
"62a9024d18134ddc75d6e76d","anonymous",,"1899-12-30 17:49:00,000","1899-12-30 00:01:44,000","Data Analyst","Yes","0-40k",20,"Healthcare","R",3,6,6,4,6,3,"Very Easy","Better Salary","Female",28,"United Kingdom","Masters","Black or African American"
